1	Annehmen
2	Ablehnen
3	Keine
4	Einzelspieler
5	Gruppe
6	Quest gescheitert. Quest wird in einigen Augenblicken automatisch neu gestartet.
7	Quest gescheitert. Teleportiert Euch hinaus, um es noch einmal zu versuchen.
8	Noch nicht freigespielt
9	Erforderliche Stufe:
10	Höchststufe
11	Benötigte Quest:
12	Ihr müsst zuerst alle vorherigen Quests abschließen.
13	Ihr müsst zuerst mindestens eine vorherige Quests abschließen.
14	Für diese Quest gibt es keine Zusammenfassung.
15	Unbekannter Ort
16	Geringere Questbelohnung für "{QuestName}"
20	[Voll]
21	[Es gibt keinen Platz mehr für Questgegenstände. Schafft Platz für weitere Gegenstände, indem Ihr einige abgebt.]
22	Handlungsmission:
23	Empfohlen für:
24	Hauptort:
25	St.
30	Jagd
31	Schlachtfeld
32	Handwerk
101	Finden:
103	Zielort:
104	Ziel:
106	Ziel(e):
107	Quelle:
108	Quelle:
111	An:
112	An:
114	Begleiten:
115	Beschützen:
117	Ziel(e):
118	Quelle:
120	Ziel:
207	An:
208	An:
210	An:
213	An:
300	Belohnungsverwalter für Gildenquests
301	Interaktion
302	Punkte erhalten
303	Angelerfolg
304	Erlebnisgold
305	Produktionspunkte
306	Anfrage abschließen
400	Vanarchengilde
401	Gildenstufe
402	Klasse
403	Volk
404	Questbeginn:
405	Questannahme bei Benutzung von: {Itemname}
406	Sofort erhalten
407	Angenommen von: {NpcName}
408	Bereits abgeschlossen.
409	Nicht abgeschlossen.
410	Dringender Befehl aus {TerritoryName}
501	Wächter-Mission
9901	inaktiv1
9902	inaktiv2
9903	inaktiv3
9904	sprechen1
9905	sprechen2
9906	sprechen3
9907	sieg
9908	applaus
9909	anfrage
9910	besorgt
9911	schüchtern
9912	zornig
9913	schluchzen
9914	grüßen
9915	provozieren
9916	vorschlagen
9917	angriff
9918	zeigen
9919	tanzen
9920	lächeln
201001	Zwietracht im Holzfällerlager
201002	"Bin unterwegs."
201003	Sprecht mit Kommandant Samael.
201004	"Guter Plan."
201005	Sucht Legat Troius in der Reisezentrale von Velika auf.
201006	"Danke."
201007	Sprecht mit Adela an der Pegasusplattform.
201008	"Verstanden."
201009	Sprecht mit Daven in Holzhausen.
201010	"Ich werde welche besorgen."
201011	Sprecht mit Klaon im Auffanglager für die Flüchtlinge.
201012	"Ich werde warten."
201013	Sammelt jenseits der Brücke nördlich von Holzhausen kunstvolle Anmutsblüten.
201014	Bringt die Anmutsblüten zu Klaon.
201015	"Ihr könnt auf mich zählen."
201016	Nehmt die Tränke von Klaon an Euch.
201017	"Trinkt dies."
201018	Bringt den Trank zu einem kranken Flüchtling.
201019	"Dies könnte helfen."
201020	Verabreicht den Trank einem kranken Flüchtling.
201021	"Ich habe diese Medizin mitgebracht."
201022	Verabreicht den Trank einem kranken Flüchtling.
201023	"Vielleicht hilft das. Wie sieht's aus?"
201024	Verabreicht den Trank einem kranken Flüchtling.
201025	"Ich werde tun, was ich kann."
201026	Erstattet Klaon Bericht.
201027	Klaon der Arkanist
201028	Kräutertrank
201029	Bringt Aruns Trank zu Verus in der Holzfällerhütte beim Westlichen Holzfällerlager.
201030	"Danke, ich werde mich dort umschauen."
202001	Feen in der Klemme
202002	Zenturio Verus
202003	Kunstvolle Anmutsblüten
202004	Bringt die Anmutsblüten zu Maons Hütte beim Westlichen Holzfällerlager.
202005	"Wer ist Lillix."
202006	Keta
202007	Anmutsblütenessenz
202008	Bringt die Anmutsblütenessenz zu Lillix im Feentallager in der Nähe des Westlichen Holzfällerlagers.
