1	Accepter
2	Refuser
3	Aucune
4	Solo
5	Groupe
6	Echec de la quête. Elle sera relancée dans quelques instants.
7	Quête échouée. Téléportez-vous à l'extérieur pour essayer de nouveau.
8	Indisponible
9	Niveau requis :
10	Niveau maximum
11	Quête requise :
12	Vous devez d'abord terminer toutes les quêtes précédentes.
13	Vous devez d'abord terminer au moins une quête précédente.
14	Il n'existe aucun résumé pour cette quête.
15	Endroit inconnu
16	Récompense de quête réduite pour {QuestName}.
20	[Plein]
21	[Votre inventaire de quête est plein. Faites de la place en en terminant quelques-unes.]
22	Mission d'histoire :
23	Recommandé pour :
24	Emplacement principal :
25	Niv.
30	Chasse
31	Champ de bataille
32	Artisanat
101	Trouver :
103	Destination :
104	Cible :
106	Cible(s) :
107	Provenance :
108	Provenance :
111	Pour :
112	Pour :
114	Escorter :
115	Protéger :
117	Cible(s) :
118	Provenance :
120	Cible :
207	Pour :
208	Pour :
210	Pour :
213	Pour :
300	Coordinateur des récompenses de quêtes de la guilde
301	Interagir
302	Obtention de points
303	Exploit de pêche
304	Or du vécu
305	Points de production
306	Finaliser la requête
400	Guilde du Vanarch
401	Niveau de la guilde
402	Classe
403	Race
404	Début de la quête :
405	Utilisez {Itemname}
406	Reçu immédiatement
407	Reçu de la part de {NpcName}
408	Déjà accomplie.
409	Non accomplie.
410	Ordres urgents de : {TerritoryName}
501	Mission de gardien
9901	inactif1
9902	inactif2
9903	inactif3
9904	parler1
9905	parler2
9906	parler3
9907	victoire
9908	applaudir
9909	demander
9910	inquiet
9911	timide
9912	énervé
9913	pleurer
9914	bienvenue
9915	provoquer
9916	proposer
9917	attaquer
9918	pointer
9919	danser
9920	sourire
201001	Du rififi dans la forêt
201002	"J'y vais de ce pas."
201003	Parlez au Commandant Samael.
201004	"J'aime ce plan"
201005	Allez voir le légat Troius au Bureau de contrôle des voyages de Velika.
201006	"Merci."
201007	Parlez à Adela, à la plateforme du pégase.
201008	"Compris."
201009	Parlez à Daven, à Boquillon.
201010	"Je vous en apporterai."
201011	Parlez à Klaon, au camp des réfugiés.
201012	"J'attendrai."
201013	Ramassez des grâceflores subtiles poussant au-delà du pont situé au nord de Boquillon.
201014	Apportez les grâceflore à Klaon.
201015	"Vous pouvez compter sur moi."
201016	Récupérez les potions auprès de Klaon.
201017	"Buvez ceci."
201018	Donnez la potion à un réfugié malade.
201019	"Ça devrait aider."
201020	Donnez la potion à un réfugié malade.
201021	"J'ai apporté ce remède."
201022	Donnez la potion à un réfugié malade.
201023	"Alors, quel effet cela vous fait-il ?"
201024	Donnez la potion à un réfugié malade.
201025	"Je ferai mon possible."
201026	Faites votre rapport à Klaon.
201027	L'Arcaniste Klaon
201028	Potion d'herboristerie
