10100	Common	Common	Archer	Стрела I			icon_skills.arrowshot_tex
10200	Common	Common	Archer	Стрела II			icon_skills.arrowshot_tex
10300	Common	Common	Archer	Стрела III			icon_skills.arrowshot_tex
10400	Common	Common	Archer	Стрела IV			icon_skills.arrowshot_tex
10500	Common	Common	Archer	Стрела V			icon_skills.arrowshot_tex
10600	Common	Common	Archer	Стрела VI			icon_skills.arrowshot_tex
10700	Common	Common	Archer	Стрела VII			icon_skills.arrowshot_tex
10800	Common	Common	Archer	Стрела VIII			icon_skills.arrowshot_tex
10900	Common	Common	Archer	Стрела IX			icon_skills.arrowshot_tex
11000	Common	Common	Archer	Стрела X			icon_skills.arrowshot_tex
11100	Common	Common	Archer	Стрела XI			icon_skills.arrowshot_tex
11200	Common	Common	Archer	Стрела XII			icon_skills.arrowshot_tex
20100	Common	Common	Archer	Град стрел I			icon_skills.arrowshower_tex
20110	Common	Common	Archer	Град стрел I			icon_skills.arrowshower_tex
20200	Common	Common	Archer	Град стрел II			icon_skills.arrowshower_tex
20210	Common	Common	Archer	Град стрел II			icon_skills.arrowshower_tex
20300	Common	Common	Archer	Град стрел III			icon_skills.arrowshower_tex
20310	Common	Common	Archer	Град стрел III			icon_skills.arrowshower_tex
20400	Common	Common	Archer	Град стрел IV			icon_skills.arrowshower_tex
20410	Common	Common	Archer	Град стрел IV			icon_skills.arrowshower_tex
20500	Common	Common	Archer	Град стрел V			icon_skills.arrowshower_tex
20510	Common	Common	Archer	Град стрел V			icon_skills.arrowshower_tex
20600	Common	Common	Archer	Град стрел VI			icon_skills.arrowshower_tex
20610	Common	Common	Archer	Град стрел VI			icon_skills.arrowshower_tex
20700	Common	Common	Archer	Град стрел VII			icon_skills.arrowshower_tex
20710	Common	Common	Archer	Град стрел VII			icon_skills.arrowshower_tex
20800	Common	Common	Archer	Град стрел VIII			icon_skills.arrowshower_tex
20810	Common	Common	Archer	Град стрел VIII			icon_skills.arrowshower_tex
20900	Common	Common	Archer	Град стрел IX			icon_skills.arrowshower_tex
20910	Common	Common	Archer	Град стрел IX			icon_skills.arrowshower_tex
21000	Common	Common	Archer	Град стрел X			icon_skills.arrowshower_tex
21010	Common	Common	Archer	Град стрел X			icon_skills.arrowshower_tex
21100	Common	Common	Archer	Град стрел XI			icon_skills.arrowshower_tex
30100	Common	Common	Archer	Прицельный выстрел I			icon_skills.chargearrow_tex
30200	Common	Common	Archer	Прицельный выстрел II			icon_skills.chargearrow_tex
30300	Common	Common	Archer	Прицельный выстрел III			icon_skills.chargearrow_tex
30400	Common	Common	Archer	Прицельный выстрел IV			icon_skills.chargearrow_tex
30500	Common	Common	Archer	Прицельный выстрел V			icon_skills.chargearrow_tex
30600	Common	Common	Archer	Прицельный выстрел VI			icon_skills.chargearrow_tex
30700	Common	Common	Archer	Прицельный выстрел VII			icon_skills.chargearrow_tex
30800	Common	Common	Archer	Прицельный выстрел VIII			icon_skills.chargearrow_tex
30900	Common	Common	Archer	Прицельный выстрел IX			icon_skills.chargearrow_tex
31000	Common	Common	Archer	Прицельный выстрел X			icon_skills.chargearrow_tex
31100	Common	Common	Archer	Прицельный выстрел XI			icon_skills.chargearrow_tex
40100	Common	Common	Archer	Проникающий выстрел I			icon_skills.througharrow_tex
40200	Common	Common	Archer	Проникающий выстрел II			icon_skills.througharrow_tex
40300	Common	Common	Archer	Проникающий выстрел III			icon_skills.througharrow_tex
40400	Common	Common	Archer	Проникающий выстрел IV			icon_skills.througharrow_tex
40500	Common	Common	Archer	Проникающий выстрел V			icon_skills.througharrow_tex
40600	Common	Common	Archer	Проникающий выстрел VI			icon_skills.througharrow_tex
40700	Common	Common	Archer	Проникающий выстрел VII			icon_skills.througharrow_tex
40800	Common	Common	Archer	Проникающий выстрел VIII			icon_skills.througharrow_tex
40900	Common	Common	Archer	Проникающий выстрел IX			icon_skills.througharrow_tex
41000	Common	Common	Archer	Проникающий выстрел X			icon_skills.througharrow_tex
41100	Common	Common	Archer	Проникающий выстрел XI			icon_skills.througharrow_tex
41200	Common	Common	Archer	Проникающий выстрел XII			icon_skills.througharrow_tex
50100	Common	Common	Archer	Дождь стрел I			icon_skills.arrowfall_tex
50200	Common	Common	Archer	Дождь стрел II			icon_skills.arrowfall_tex
50300	Common	Common	Archer	Дождь стрел III			icon_skills.arrowfall_tex
50400	Common	Common	Archer	Дождь стрел IV			icon_skills.arrowfall_tex
50500	Common	Common	Archer	Дождь стрел V			icon_skills.arrowfall_tex
50600	Common	Common	Archer	Дождь стрел VI			icon_skills.arrowfall_tex
50700	Common	Common	Archer	Дождь стрел VII			icon_skills.arrowfall_tex
50800	Common	Common	Archer	Дождь стрел VIII			icon_skills.arrowfall_tex
50900	Common	Common	Archer	Дождь стрел IX			icon_skills.arrowfall_tex
51000	Common	Common	Archer	Дождь стрел X			icon_skills.arrowfall_tex
60100	Common	Common	Archer	Отступление			icon_skills.backstep_tex
70100	Common	Common	Archer	Ложная смерть I			icon_skills.feigndeath_tex
70200	Common	Common	Archer	Ложная смерть II			icon_skills.feigndeath_tex
70300	Common	Common	Archer	Ложная смерть III			icon_skills.feigndeath_tex
80100	Common	Common	Archer	Беглый огонь I			icon_skills.rapidshot_tex
80200	Common	Common	Archer	Беглый огонь II			icon_skills.rapidshot_tex
80300	Common	Common	Archer	Беглый огонь III			icon_skills.rapidshot_tex
80400	Common	Common	Archer	Беглый огонь IV			icon_skills.rapidshot_tex
80500	Common	Common	Archer	Беглый огонь V			icon_skills.rapidshot_tex
80600	Common	Common	Archer	Беглый огонь VI			icon_skills.rapidshot_tex
80601	Common	Common	Archer	Беглый огонь VI			icon_skills.rapidshot_tex
80611	Common	Common	Archer	Беглый огонь VI			icon_skills.rapidshot_tex
90100	Common	Common	Archer	Замедляющая ловушка I			icon_skills.webtrap_tex
90200	Common	Common	Archer	Замедляющая ловушка II			icon_skills.webtrap_tex
90300	Common	Common	Archer	Замедляющая ловушка III			icon_skills.webtrap_tex
90400	Common	Common	Archer	Замедляющая ловушка IV			icon_skills.webtrap_tex
90500	Common	Common	Archer	Замедляющая ловушка V			icon_skills.webtrap_tex
