10100	Common	Common	Archer	Arrow I			icon_skills.arrowshot_tex
10200	Common	Common	Archer	Arrow II			icon_skills.arrowshot_tex
10300	Common	Common	Archer	Arrow III			icon_skills.arrowshot_tex
10400	Common	Common	Archer	Arrow IV			icon_skills.arrowshot_tex
10500	Common	Common	Archer	Arrow V			icon_skills.arrowshot_tex
10600	Common	Common	Archer	Arrow VI			icon_skills.arrowshot_tex
10700	Common	Common	Archer	Arrow VII			icon_skills.arrowshot_tex
10800	Common	Common	Archer	Arrow VIII			icon_skills.arrowshot_tex
10900	Common	Common	Archer	Arrow IX			icon_skills.arrowshot_tex
11000	Common	Common	Archer	Arrow X			icon_skills.arrowshot_tex
11100	Common	Common	Archer	Arrow XI			icon_skills.arrowshot_tex
11200	Common	Common	Archer	Arrow XII			icon_skills.arrowshot_tex
20100	Common	Common	Archer	Arrow Volley I			icon_skills.arrowshower_tex
20110	Common	Common	Archer	Arrow Volley I			icon_skills.arrowshower_tex
20200	Common	Common	Archer	Arrow Volley II			icon_skills.arrowshower_tex
20210	Common	Common	Archer	Arrow Volley II			icon_skills.arrowshower_tex
20300	Common	Common	Archer	Arrow Volley III			icon_skills.arrowshower_tex
20310	Common	Common	Archer	Arrow Volley III			icon_skills.arrowshower_tex
20400	Common	Common	Archer	Arrow Volley IV			icon_skills.arrowshower_tex
20410	Common	Common	Archer	Arrow Volley IV			icon_skills.arrowshower_tex
20500	Common	Common	Archer	Arrow Volley V			icon_skills.arrowshower_tex
20510	Common	Common	Archer	Arrow Volley V			icon_skills.arrowshower_tex
20600	Common	Common	Archer	Arrow Volley VI			icon_skills.arrowshower_tex
20610	Common	Common	Archer	Arrow Volley VI			icon_skills.arrowshower_tex
20700	Common	Common	Archer	Arrow Volley VII			icon_skills.arrowshower_tex
20710	Common	Common	Archer	Arrow Volley VII			icon_skills.arrowshower_tex
20800	Common	Common	Archer	Arrow Volley VIII			icon_skills.arrowshower_tex
20810	Common	Common	Archer	Arrow Volley VIII			icon_skills.arrowshower_tex
20900	Common	Common	Archer	Arrow Volley IX			icon_skills.arrowshower_tex
20910	Common	Common	Archer	Arrow Volley IX			icon_skills.arrowshower_tex
21000	Common	Common	Archer	Arrow Volley X			icon_skills.arrowshower_tex
21010	Common	Common	Archer	Arrow Volley X			icon_skills.arrowshower_tex
21100	Common	Common	Archer	Arrow Volley XI			icon_skills.arrowshower_tex
21110	Common	Common	Archer	Arrow Volley XI			icon_skills.arrowshower_tex
30100	Common	Common	Archer	Radiant Arrow I			icon_skills.chargearrow_tex
30110	Common	Common	Archer	Radiant Arrow I			icon_skills.chargearrow_tex
30111	Common	Common	Archer	Radiant Arrow I			icon_skills.chargearrow_tex
30112	Common	Common	Archer	Radiant Arrow I			icon_skills.chargearrow_tex
30113	Common	Common	Archer	Radiant Arrow I			icon_skills.chargearrow_tex
30200	Common	Common	Archer	Radiant Arrow II			icon_skills.chargearrow_tex
30210	Common	Common	Archer	Radiant Arrow II			icon_skills.chargearrow_tex
30211	Common	Common	Archer	Radiant Arrow II			icon_skills.chargearrow_tex
30212	Common	Common	Archer	Radiant Arrow II			icon_skills.chargearrow_tex
30213	Common	Common	Archer	Radiant Arrow II			icon_skills.chargearrow_tex
30300	Common	Common	Archer	Radiant Arrow III			icon_skills.chargearrow_tex
30310	Common	Common	Archer	Radiant Arrow III			icon_skills.chargearrow_tex
30311	Common	Common	Archer	Radiant Arrow III			icon_skills.chargearrow_tex
30312	Common	Common	Archer	Radiant Arrow III			icon_skills.chargearrow_tex
30313	Common	Common	Archer	Radiant Arrow III			icon_skills.chargearrow_tex
30400	Common	Common	Archer	Radiant Arrow IV			icon_skills.chargearrow_tex
30410	Common	Common	Archer	Radiant Arrow IV			icon_skills.chargearrow_tex
30411	Common	Common	Archer	Radiant Arrow IV			icon_skills.chargearrow_tex
30412	Common	Common	Archer	Radiant Arrow IV			icon_skills.chargearrow_tex
30413	Common	Common	Archer	Radiant Arrow IV			icon_skills.chargearrow_tex
30500	Common	Common	Archer	Radiant Arrow V			icon_skills.chargearrow_tex
30510	Common	Common	Archer	Radiant Arrow V			icon_skills.chargearrow_tex
30511	Common	Common	Archer	Radiant Arrow V			icon_skills.chargearrow_tex
30512	Common	Common	Archer	Radiant Arrow V			icon_skills.chargearrow_tex
30513	Common	Common	Archer	Radiant Arrow V			icon_skills.chargearrow_tex
30600	Common	Common	Archer	Radiant Arrow VI			icon_skills.chargearrow_tex
30610	Common	Common	Archer	Radiant Arrow VI			icon_skills.chargearrow_tex
30611	Common	Common	Archer	Radiant Arrow VI			icon_skills.chargearrow_tex
30612	Common	Common	Archer	Radiant Arrow VI			icon_skills.chargearrow_tex
30613	Common	Common	Archer	Radiant Arrow VI			icon_skills.chargearrow_tex
30700	Common	Common	Archer	Radiant Arrow VII			icon_skills.chargearrow_tex
30710	Common	Common	Archer	Radiant Arrow VII			icon_skills.chargearrow_tex
30711	Common	Common	Archer	Radiant Arrow VII			icon_skills.chargearrow_tex
30712	Common	Common	Archer	Radiant Arrow VII			icon_skills.chargearrow_tex
30713	Common	Common	Archer	Radiant Arrow VII			icon_skills.chargearrow_tex
30800	Common	Common	Archer	Radiant Arrow VIII			icon_skills.chargearrow_tex
30810	Common	Common	Archer	Radiant Arrow VIII			icon_skills.chargearrow_tex
30811	Common	Common	Archer	Radiant Arrow VIII			icon_skills.chargearrow_tex
30812	Common	Common	Archer	Radiant Arrow VIII			icon_skills.chargearrow_tex
30813	Common	Common	Archer	Radiant Arrow VIII			icon_skills.chargearrow_tex
30900	Common	Common	Archer	Radiant Arrow IX			icon_skills.chargearrow_tex
30910	Common	Common	Archer	Radiant Arrow IX			icon_skills.chargearrow_tex
30911	Common	Common	Archer	Radiant Arrow IX			icon_skills.chargearrow_tex
