10100	Common	Common	Archer	Pfeil I			icon_skills.arrowshot_tex
10200	Common	Common	Archer	Pfeil II			icon_skills.arrowshot_tex
10300	Common	Common	Archer	Pfeil III			icon_skills.arrowshot_tex
10400	Common	Common	Archer	Pfeil IV			icon_skills.arrowshot_tex
10500	Common	Common	Archer	Pfeil V			icon_skills.arrowshot_tex
10600	Common	Common	Archer	Pfeil VI			icon_skills.arrowshot_tex
10700	Common	Common	Archer	Pfeil VII			icon_skills.arrowshot_tex
10800	Common	Common	Archer	Pfeil VIII			icon_skills.arrowshot_tex
10900	Common	Common	Archer	Pfeil IX			icon_skills.arrowshot_tex
11000	Common	Common	Archer	Pfeil X			icon_skills.arrowshot_tex
11100	Common	Common	Archer	Pfeil XI			icon_skills.arrowshot_tex
11200	Common	Common	Archer	Pfeil XII			icon_skills.arrowshot_tex
20100	Common	Common	Archer	Pfeilsalve I			icon_skills.arrowshower_tex
20110	Common	Common	Archer	Pfeilsalve I			icon_skills.arrowshower_tex
20200	Common	Common	Archer	Pfeilsalve II			icon_skills.arrowshower_tex
20210	Common	Common	Archer	Pfeilsalve II			icon_skills.arrowshower_tex
20300	Common	Common	Archer	Pfeilsalve III			icon_skills.arrowshower_tex
20310	Common	Common	Archer	Pfeilsalve III			icon_skills.arrowshower_tex
20400	Common	Common	Archer	Pfeilsalve IV			icon_skills.arrowshower_tex
20410	Common	Common	Archer	Pfeilsalve IV			icon_skills.arrowshower_tex
20500	Common	Common	Archer	Pfeilsalve V			icon_skills.arrowshower_tex
20510	Common	Common	Archer	Pfeilsalve V			icon_skills.arrowshower_tex
20600	Common	Common	Archer	Pfeilsalve VI			icon_skills.arrowshower_tex
20610	Common	Common	Archer	Pfeilsalve VI			icon_skills.arrowshower_tex
20700	Common	Common	Archer	Pfeilsalve VII			icon_skills.arrowshower_tex
20710	Common	Common	Archer	Pfeilsalve VII			icon_skills.arrowshower_tex
20800	Common	Common	Archer	Pfeilsalve VIII			icon_skills.arrowshower_tex
20810	Common	Common	Archer	Pfeilsalve VIII			icon_skills.arrowshower_tex
20900	Common	Common	Archer	Pfeilsalve IX			icon_skills.arrowshower_tex
20910	Common	Common	Archer	Pfeilsalve IX			icon_skills.arrowshower_tex
21000	Common	Common	Archer	Pfeilsalve X			icon_skills.arrowshower_tex
21010	Common	Common	Archer	Pfeilsalve X			icon_skills.arrowshower_tex
21100	Common	Common	Archer	Pfeilsalve XI			icon_skills.arrowshower_tex
21110	Common	Common	Archer	Pfeilsalve XI			icon_skills.arrowshower_tex
30100	Common	Common	Archer	Strahlender Pfeil I			icon_skills.chargearrow_tex
30110	Common	Common	Archer	Strahlender Pfeil I			icon_skills.chargearrow_tex
30111	Common	Common	Archer	Strahlender Pfeil I			icon_skills.chargearrow_tex
30112	Common	Common	Archer	Strahlender Pfeil I			icon_skills.chargearrow_tex
30113	Common	Common	Archer	Strahlender Pfeil I			icon_skills.chargearrow_tex
30200	Common	Common	Archer	Strahlender Pfeil II			icon_skills.chargearrow_tex
30210	Common	Common	Archer	Strahlender Pfeil II			icon_skills.chargearrow_tex
30211	Common	Common	Archer	Strahlender Pfeil II			icon_skills.chargearrow_tex
30212	Common	Common	Archer	Strahlender Pfeil II			icon_skills.chargearrow_tex
30213	Common	Common	Archer	Strahlender Pfeil II			icon_skills.chargearrow_tex
30300	Common	Common	Archer	Strahlender Pfeil III			icon_skills.chargearrow_tex
30310	Common	Common	Archer	Strahlender Pfeil III			icon_skills.chargearrow_tex
30311	Common	Common	Archer	Strahlender Pfeil III			icon_skills.chargearrow_tex
30312	Common	Common	Archer	Strahlender Pfeil III			icon_skills.chargearrow_tex
30313	Common	Common	Archer	Strahlender Pfeil III			icon_skills.chargearrow_tex
30400	Common	Common	Archer	Strahlender Pfeil IV			icon_skills.chargearrow_tex
30410	Common	Common	Archer	Strahlender Pfeil IV			icon_skills.chargearrow_tex
30411	Common	Common	Archer	Strahlender Pfeil IV			icon_skills.chargearrow_tex
30412	Common	Common	Archer	Strahlender Pfeil IV			icon_skills.chargearrow_tex
30413	Common	Common	Archer	Strahlender Pfeil IV			icon_skills.chargearrow_tex
30500	Common	Common	Archer	Strahlender Pfeil V			icon_skills.chargearrow_tex
30510	Common	Common	Archer	Strahlender Pfeil V			icon_skills.chargearrow_tex
30511	Common	Common	Archer	Strahlender Pfeil V			icon_skills.chargearrow_tex
30512	Common	Common	Archer	Strahlender Pfeil V			icon_skills.chargearrow_tex
30513	Common	Common	Archer	Strahlender Pfeil V			icon_skills.chargearrow_tex
30600	Common	Common	Archer	Strahlender Pfeil VI			icon_skills.chargearrow_tex
30610	Common	Common	Archer	Strahlender Pfeil VI			icon_skills.chargearrow_tex
30611	Common	Common	Archer	Strahlender Pfeil VI			icon_skills.chargearrow_tex
30612	Common	Common	Archer	Strahlender Pfeil VI			icon_skills.chargearrow_tex
30613	Common	Common	Archer	Strahlender Pfeil VI			icon_skills.chargearrow_tex
30700	Common	Common	Archer	Strahlender Pfeil VII			icon_skills.chargearrow_tex
30710	Common	Common	Archer	Strahlender Pfeil VII			icon_skills.chargearrow_tex
30711	Common	Common	Archer	Strahlender Pfeil VII			icon_skills.chargearrow_tex
30712	Common	Common	Archer	Strahlender Pfeil VII			icon_skills.chargearrow_tex
30713	Common	Common	Archer	Strahlender Pfeil VII			icon_skills.chargearrow_tex
30800	Common	Common	Archer	Strahlender Pfeil VIII			icon_skills.chargearrow_tex
